project_id,scenario_ground_truth,total_snapshots,observation_start_date,observation_end_date,final_stage,delayed,delay_days,first_delay_day,delay_30_event_count,delay_60_event_count,delay_90_event_count,is_censored,synthetic_ground_truth_note
SYN-00901,ADMINISTRATIVE_BOTTLENECK,9,2024-02-13,2024-10-10,3D,1,53,187.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00902,NORMAL,8,2020-10-25,2021-05-23,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00903,NORMAL,11,2024-04-20,2025-02-14,3D,1,128,172.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00904,NORMAL,11,2019-08-04,2020-05-30,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00905,MULTI_FACTOR_DELAY,12,2021-10-26,2022-09-21,3A,1,141,189.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00906,MULTI_FACTOR_DELAY,11,2023-08-05,2024-05-31,3A,1,143,157.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00907,NORMAL,8,2023-06-20,2024-01-16,3D,1,118,92.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00908,NORMAL,11,2021-09-09,2022-07-06,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00909,NORMAL,9,2025-10-17,2026-06-14,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00910,NORMAL,10,2023-08-29,2024-05-25,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00911,NORMAL,8,2021-10-04,2022-05-02,3D,1,45,165.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00912,NORMAL,14,2020-07-23,2021-08-17,3D,1,164,226.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00913,NORMAL,14,2021-10-10,2022-11-04,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00914,NORMAL,10,2023-12-17,2024-09-12,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00915,NORMAL,14,2023-12-19,2025-01-12,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00916,ADMINISTRATIVE_BOTTLENECK,8,2024-09-10,2025-04-08,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00917,NORMAL,13,2020-02-15,2021-02-09,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00918,NORMAL,13,2021-07-04,2022-06-29,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00919,DOCUMENTATION_DELAY,14,2020-06-22,2021-07-17,3D,1,299,91.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00920,NORMAL,10,2020-03-21,2020-12-16,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00921,DOCUMENTATION_DELAY,9,2025-07-12,2026-03-09,3D,1,38,202.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00922,NORMAL,12,2022-11-12,2023-10-08,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00923,NORMAL,15,2024-12-12,2026-02-05,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00924,NORMAL,11,2025-10-28,2026-08-24,3D,1,144,156.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00925,COMPENSATION_DELAY,15,2025-05-19,2026-07-13,3D,1,116,304.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00926,NORMAL,13,2019-07-30,2020-07-24,3D,1,184,176.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00927,COMPENSATION_DELAY,9,2024-09-29,2025-05-27,3D,1,120,120.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00928,MULTI_FACTOR_DELAY,14,2019-12-09,2021-01-02,3A,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00929,NORMAL,9,2025-09-01,2026-04-29,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00930,NORMAL,14,2019-12-23,2021-01-16,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00931,NORMAL,13,2020-09-04,2021-08-30,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00932,MULTI_FACTOR_DELAY,15,2022-02-17,2023-04-13,3A,1,205,215.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00933,RECOVERY,12,2019-04-22,2020-03-17,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00934,DOCUMENTATION_DELAY,8,2024-12-06,2025-07-04,3D,1,102,108.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00935,NORMAL,14,2025-02-28,2026-03-25,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00936,COMPENSATION_DELAY,12,2022-09-30,2023-08-26,3D,1,190,140.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00937,NORMAL,11,2022-05-13,2023-03-09,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00938,COMPENSATION_DELAY,11,2021-11-25,2022-09-21,3D,1,190,110.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00939,LEGAL_DELAY,14,2023-03-10,2024-04-03,3D,1,241,149.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00940,MULTI_FACTOR_DELAY,15,2021-08-20,2022-10-14,3A,1,140,280.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00941,ADMINISTRATIVE_BOTTLENECK,15,2019-01-17,2020-03-12,3D,1,288,132.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00942,NORMAL,10,2020-06-05,2021-03-02,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00943,RNR_DELAY,15,2023-07-23,2024-09-15,3D,1,341,79.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00944,ADMINISTRATIVE_BOTTLENECK,15,2020-08-11,2021-10-05,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00945,LEGAL_DELAY,8,2025-12-22,2026-07-20,3D,1,72,138.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00946,NORMAL,14,2021-10-29,2022-11-23,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00947,NORMAL,10,2024-12-19,2025-09-15,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00948,RNR_DELAY,8,2022-02-23,2022-09-21,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00949,COMPENSATION_DELAY,8,2025-01-07,2025-08-05,3D,1,66,144.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00950,LEGAL_DELAY,9,2022-05-21,2023-01-16,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00951,LEGAL_DELAY,10,2021-01-14,2021-10-11,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00952,COMPENSATION_DELAY,9,2024-10-22,2025-06-19,3D,1,77,163.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00953,COMPENSATION_DELAY,13,2021-09-25,2022-09-20,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00954,ADMINISTRATIVE_BOTTLENECK,14,2025-01-08,2026-02-02,3D,1,44,346.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00955,NORMAL,10,2024-06-25,2025-03-22,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00956,ADMINISTRATIVE_BOTTLENECK,12,2021-12-15,2022-11-10,3D,1,197,133.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00957,DOCUMENTATION_DELAY,9,2023-04-04,2023-11-30,3D,1,125,115.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00958,NORMAL,13,2021-03-05,2022-02-28,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00959,LEGAL_DELAY,10,2019-07-21,2020-04-16,3D,1,137,133.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00960,COMPENSATION_DELAY,13,2020-05-17,2021-05-12,3D,1,57,303.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00961,DOCUMENTATION_DELAY,9,2022-10-06,2023-06-03,3D,1,117,123.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00962,RNR_DELAY,13,2022-04-06,2023-04-01,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00963,RNR_DELAY,9,2019-04-17,2019-12-13,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00964,ADMINISTRATIVE_BOTTLENECK,9,2025-08-10,2026-04-07,3D,1,69,171.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00965,ADMINISTRATIVE_BOTTLENECK,10,2022-09-06,2023-06-03,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00966,NORMAL,15,2019-03-06,2020-04-29,3D,1,306,114.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00967,DOCUMENTATION_DELAY,9,2025-09-12,2026-05-10,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00968,MULTI_FACTOR_DELAY,10,2020-02-14,2020-11-10,3A,1,103,167.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00969,NORMAL,9,2020-07-21,2021-03-18,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00970,NORMAL,9,2021-10-18,2022-06-15,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00971,COMPENSATION_DELAY,11,2022-07-02,2023-04-28,3D,1,129,171.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00972,LEGAL_DELAY,10,2021-11-09,2022-08-06,3D,1,96,174.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00973,ADMINISTRATIVE_BOTTLENECK,8,2019-06-15,2020-01-11,3D,1,121,89.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00974,DOCUMENTATION_DELAY,9,2024-11-23,2025-07-21,3D,1,110,130.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00975,NORMAL,11,2019-08-16,2020-06-11,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00976,ADMINISTRATIVE_BOTTLENECK,8,2021-03-30,2021-10-26,3D,1,118,92.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
